class,degree,monomial,indices,coefficient,abs_coefficient,n_paths,exact
Generic,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES x DST_TO_SRC_IAT_MAX,23-27-27-44,-0.0016675628291616042,0.0016675628291616042,12,True
Generic,4,SERVER_TCP_FLAGS x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,8-23-27-27,0.001326361890296222,0.001326361890296222,12,True
Generic,4,IN_BYTES x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,2-23-27-27,0.0012802197235956257,0.0012802197235956257,12,True
Generic,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_1024_TO_1514_BYTES x FTP_COMMAND_RET_CODE,23-27-30-38,-0.0011890631305564393,0.0011890631305564393,24,True
Generic,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x SRC_TO_DST_IAT_AVG,23-27-29-41,-0.0011887477953158947,0.0011887477953158947,24,True
Generic,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES x TCP_WIN_MAX_IN,23-27-27-31,0.0011118653020193566,0.0011118653020193566,12,True
Reconnaissance,1,SRC_TO_DST_IAT_MAX,40,0.14070550928644343,0.14070550928644343,1,True
Reconnaissance,1,DST_TO_SRC_IAT_MAX,44,-0.12106187762948256,0.12106187762948256,1,True
Reconnaissance,1,RETRANSMITTED_OUT_PKTS,23,-0.11701841479353393,0.11701841479353393,1,True
Reconnaissance,1,OUT_PKTS,5,0.08089086495164044,0.08089086495164044,1,True
Reconnaissance,1,RETRANSMITTED_OUT_BYTES,22,-0.07867568811996715,0.07867568811996715,1,True
Reconnaissance,1,PROTOCOL,0,-0.07471437105570423,0.07471437105570423,1,True
Reconnaissance,1,DST_TO_SRC_IAT_STDDEV,46,-0.07359245544212045,0.07359245544212045,1,True
Reconnaissance,1,DST_TO_SRC_SECOND_BYTES,19,0.0718939080257865,0.0718939080257865,1,True
Reconnaissance,2,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES,23-27,-0.019544314924371052,0.019544314924371052,2,True
Reconnaissance,2,L7_PROTO x RETRANSMITTED_OUT_PKTS,1-23,-0.017263511916147112,0.017263511916147112,2,True
Reconnaissance,2,NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES,29-30,0.014661400234169855,0.014661400234169855,2,True
Reconnaissance,2,DST_TO_SRC_IAT_MAX x DST_TO_SRC_IAT_STDDEV,44-46,-0.012442035188932225,0.012442035188932225,2,True
Reconnaissance,2,MIN_TTL x MAX_TTL,12-13,-0.010075542732598,0.010075542732598,2,True
Reconnaissance,2,L7_PROTO x MAX_TTL,1-13,0.009925109534736654,0.009925109534736654,2,True
Reconnaissance,2,RETRANSMITTED_OUT_PKTS x NUM_PKTS_1024_TO_1514_BYTES,23-30,0.009684531516231014,0.009684531516231014,2,True
Reconnaissance,2,NUM_PKTS_128_TO_256_BYTES x TCP_WIN_MAX_OUT,27-32,0.009628896076499395,0.009628896076499395,2,True
Reconnaissance,3,L7_PROTO x OUT_BYTES x SERVER_TCP_FLAGS,1-4-8,0.003434437599958635,0.003434437599958635,6,True
Reconnaissance,3,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,23-27-27,0.003273349631356591,0.003273349631356591,3,True
Reconnaissance,3,L7_PROTO x OUT_BYTES x ICMP_TYPE,1-4-33,0.0031877270794716207,0.0031877270794716207,6,True
Reconnaissance,3,NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES x SRC_TO_DST_IAT_AVG,29-30-41,-0.0031098210552055975,0.0031098210552055975,6,True
Reconnaissance,3,L7_PROTO x OUT_BYTES x OUT_BYTES,1-4-4,0.002712879649613335,0.002712879649613335,3,True
Reconnaissance,3,L7_PROTO x OUT_BYTES x DST_TO_SRC_IAT_MAX,1-4-44,0.002588152790779079,0.002588152790779079,6,True
Reconnaissance,3,L7_PROTO x OUT_BYTES x TCP_WIN_MAX_OUT,1-4-32,0.0023962050508611475,0.0023962050508611475,6,True
Reconnaissance,3,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x FTP_COMMAND_RET_CODE,23-27-38,0.0023047658263415736,0.0023047658263415736,6,True
Reconnaissance,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES x FTP_COMMAND_RET_CODE,23-27-27-38,-0.0025670322142721746,0.0025670322142721746,12,True
Reconnaissance,4,DST_TO_SRC_SECOND_BYTES x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,19-23-27-27,-0.002081393162388466,0.002081393162388466,12,True
Reconnaissance,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES x DST_TO_SRC_IAT_MAX,23-27-27-44,0.0013487106409107124,0.0013487106409107124,12,True
Reconnaissance,4,SERVER_TCP_FLAGS x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,8-23-27-27,-0.001076031463996619,0.001076031463996619,12,True
Reconnaissance,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x SRC_TO_DST_IAT_AVG,23-27-29-41,0.001066410219375603,0.001066410219375603,24,True
Reconnaissance,4,IN_BYTES x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,2-23-27-27,-0.0009767387388320684,0.0009767387388320684,12,True
Reconnaissance,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES x TCP_WIN_MAX_IN,23-27-27-31,-0.0009503746102499531,0.0009503746102499531,12,True
Reconnaissance,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_1024_TO_1514_BYTES x FTP_COMMAND_RET_CODE,23-27-30-38,0.0009426489976660511,0.0009426489976660511,24,True
Shellcode,1,RETRANSMITTED_OUT_BYTES,22,-0.1963009707820509,0.1963009707820509,1,True
Shellcode,1,RETRANSMITTED_OUT_PKTS,23,-0.16169685485839908,0.16169685485839908,1,True
Shellcode,1,RETRANSMITTED_IN_PKTS,21,0.10012198985761146,0.10012198985761146,1,True
Shellcode,1,ICMP_IPV4_TYPE,34,0.0911703305422318,0.0911703305422318,1,True
Shellcode,1,OUT_PKTS,5,-0.08071796935965307,0.08071796935965307,1,True
Shellcode,1,NUM_PKTS_512_TO_1024_BYTES,29,-0.0779200956736828,0.0779200956736828,1,True
Shellcode,1,IN_PKTS,3,0.07489069756410582,0.07489069756410582,1,True
Shellcode,1,NUM_PKTS_1024_TO_1514_BYTES,30,-0.06977637257788818,0.06977637257788818,1,True
Shellcode,2,L7_PROTO x ICMP_TYPE,1-33,-0.011509489999408958,0.011509489999408958,2,True
Shellcode,2,DST_TO_SRC_SECOND_BYTES x NUM_PKTS_256_TO_512_BYTES,19-28,0.011504293648516553,0.011504293648516553,2,True
Shellcode,2,L7_PROTO x OUT_BYTES,1-4,-0.010635161264562612,0.010635161264562612,2,True
Shellcode,2,NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES,29-30,0.010483608393247608,0.010483608393247608,2,True
Shellcode,2,L7_PROTO x SERVER_TCP_FLAGS,1-8,-0.010457108833292001,0.010457108833292001,2,True
Shellcode,2,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES,23-27,-0.010268729384809612,0.010268729384809612,2,True
Shellcode,2,SRC_TO_DST_SECOND_BYTES x FTP_COMMAND_RET_CODE,18-38,-0.009843076030320547,0.009843076030320547,2,True
Shellcode,2,TCP_FLAGS x ICMP_TYPE,6-33,0.009647641157752823,0.009647641157752823,2,True
Shellcode,3,L7_PROTO x RETRANSMITTED_OUT_PKTS x ICMP_TYPE,1-23-33,-0.008107064733519707,0.008107064733519707,6,True
Shellcode,3,L7_PROTO x OUT_BYTES x RETRANSMITTED_OUT_PKTS,1-4-23,-0.007740136021716761,0.007740136021716761,6,True
Shellcode,3,L7_PROTO x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES,1-23-27,-0.007670444768027091,0.007670444768027091,6,True
Shellcode,3,L7_PROTO x SERVER_TCP_FLAGS x RETRANSMITTED_OUT_PKTS,1-8-23,-0.007332038092096497,0.007332038092096497,6,True
Shellcode,3,PROTOCOL x L7_PROTO x RETRANSMITTED_OUT_PKTS,0-1-23,-0.00653448504433255,0.00653448504433255,6,True
Shellcode,3,L7_PROTO x RETRANSMITTED_OUT_PKTS x DST_TO_SRC_IAT_MAX,1-23-44,-0.006378040656290787,0.006378040656290787,6,True
Shellcode,3,L7_PROTO x RETRANSMITTED_OUT_PKTS x DST_TO_SRC_IAT_STDDEV,1-23-46,0.006211136087526517,0.006211136087526517,6,True
Shellcode,3,L7_PROTO x RETRANSMITTED_OUT_PKTS x TCP_WIN_MAX_OUT,1-23-32,-0.005883587699809148,0.005883587699809148,6,True
Shellcode,4,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES x FTP_COMMAND_RET_CODE,23-27-27-38,-0.001875977970879176,0.001875977970879176,12,True
Shellcode,4,DST_TO_SRC_SECOND_BYTES x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,19-23-27-27,-0.0017655707484521238,0.0017655707484521238,12,True
Shellcode,4,L7_PROTO x SRC_TO_DST_SECOND_BYTES x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_1024_TO_1514_BYTES,1-18-27-30,0.0014082058110917184,0.0014082058110917184,24,True
Shellcode,4,L7_PROTO x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x FTP_COMMAND_RET_CODE,1-27-29-38,0.0013018250947205924,0.0013018250947205924,24,True
Shellcode,4,MIN_IP_PKT_LEN x SRC_TO_DST_SECOND_BYTES x NUM_PKTS_512_TO_1024_BYTES x FTP_COMMAND_RET_CODE,16-18-29-38,0.0012275371509164917,0.0012275371509164917,24,True
Shellcode,4,L7_PROTO x DST_TO_SRC_SECOND_BYTES x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES,1-19-27-29,0.0011753684268967426,0.0011753684268967426,24,True
Shellcode,4,SRC_TO_DST_SECOND_BYTES x NUM_PKTS_256_TO_512_BYTES x ICMP_IPV4_TYPE x FTP_COMMAND_RET_CODE,18-28-34-38,-0.0011351079556846378,0.0011351079556846378,24,True
Shellcode,4,SRC_TO_DST_SECOND_BYTES x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_1024_TO_1514_BYTES x FTP_COMMAND_RET_CODE,18-27-30-38,-0.001107708611688576,0.001107708611688576,24,True
Worms,1,NUM_PKTS_512_TO_1024_BYTES,29,-0.17350826922391357,0.17350826922391357,1,True
Worms,1,NUM_PKTS_128_TO_256_BYTES,27,-0.10625983391525906,0.10625983391525906,1,True
Worms,1,RETRANSMITTED_IN_PKTS,21,-0.08968136038748559,0.08968136038748559,1,True
Worms,1,SRC_TO_DST_IAT_MAX,40,-0.08002883085070925,0.08002883085070925,1,True
Worms,1,L7_PROTO,1,-0.07583597152445273,0.07583597152445273,1,True
Worms,1,DST_TO_SRC_SECOND_BYTES,19,0.06913680100001726,0.06913680100001726,1,True
Worms,1,SERVER_TCP_FLAGS,8,-0.06248801797245221,0.06248801797245221,1,True
Worms,1,DST_TO_SRC_IAT_AVG,45,0.06101136819692662,0.06101136819692662,1,True
Worms,2,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES,23-27,0.022199967353461043,0.022199967353461043,2,True
Worms,2,RETRANSMITTED_OUT_BYTES x NUM_PKTS_128_TO_256_BYTES,22-27,0.0154563680931525,0.0154563680931525,2,True
Worms,2,RETRANSMITTED_OUT_BYTES x NUM_PKTS_512_TO_1024_BYTES,22-29,-0.013867889341234615,0.013867889341234615,2,True
Worms,2,NUM_PKTS_128_TO_256_BYTES x ICMP_IPV4_TYPE,27-34,-0.012767370304951,0.012767370304951,2,True
Worms,2,SRC_TO_DST_SECOND_BYTES x NUM_PKTS_128_TO_256_BYTES,18-27,0.01103745767900734,0.01103745767900734,2,True
Worms,2,NUM_PKTS_128_TO_256_BYTES x TCP_WIN_MAX_OUT,27-32,-0.01034797424381598,0.01034797424381598,2,True
Worms,2,NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES,27-29,0.0103267336842056,0.0103267336842056,2,True
Worms,2,SERVER_TCP_FLAGS x NUM_PKTS_128_TO_256_BYTES,8-27,-0.009625225336219517,0.009625225336219517,2,True
Worms,3,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_128_TO_256_BYTES,23-27-27,-0.010145051729503684,0.010145051729503684,3,True
Worms,3,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x FTP_COMMAND_RET_CODE,23-27-38,-0.006797455279741238,0.006797455279741238,6,True
Worms,3,DURATION_OUT x RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES,11-23-27,0.004875944345643305,0.004875944345643305,6,True
Worms,3,NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES x SRC_TO_DST_IAT_AVG,29-30-41,0.004822923077399583,0.004822923077399583,6,True
Worms,3,L7_PROTO x NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES,1-29-30,-0.004819803246024765,0.004819803246024765,6,True
Worms,3,RETRANSMITTED_OUT_PKTS x NUM_PKTS_128_TO_256_BYTES x DST_TO_SRC_IAT_STDDEV,23-27-46,-0.004441767838399392,0.004441767838399392,6,True
Worms,3,NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x SRC_TO_DST_IAT_STDDEV,27-29-42,0.004047115675384649,0.004047115675384649,6,True
Worms,3,NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x SRC_TO_DST_IAT_AVG,27-29-41,0.003995306228149517,0.003995306228149517,6,True
Worms,4,L7_PROTO x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x FTP_COMMAND_RET_CODE,1-27-29-38,0.00169217517178405,0.00169217517178405,24,True
Worms,4,L7_PROTO x DST_TO_SRC_SECOND_BYTES x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES,1-19-27-29,0.0013331972763270929,0.0013331972763270929,24,True
Worms,4,L7_PROTO x NUM_PKTS_128_TO_256_BYTES x NUM_PKTS_512_TO_1024_BYTES x DST_TO_SRC_IAT_MAX,1-27-29-44,-0.0013131103651425854,0.0013131103651425854,24,True
Worms,4,L7_PROTO x NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES x SRC_TO_DST_IAT_AVG,1-29-30-41,0.0012534637392385198,0.0012534637392385198,24,True
Worms,4,L7_PROTO x RETRANSMITTED_OUT_PKTS x NUM_PKTS_512_TO_1024_BYTES x SRC_TO_DST_IAT_AVG,1-23-29-41,0.001235759353231236,0.001235759353231236,24,True
Worms,4,L7_PROTO x RETRANSMITTED_IN_PKTS x RETRANSMITTED_OUT_BYTES x NUM_PKTS_128_TO_256_BYTES,1-21-22-27,0.0011153801229628062,0.0011153801229628062,24,True
Worms,4,L7_PROTO x NUM_PKTS_512_TO_1024_BYTES x NUM_PKTS_1024_TO_1514_BYTES x NUM_PKTS_1024_TO_1514_BYTES,1-29-30-30,-0.0010944195166649208,0.0010944195166649208,12,True
Worms,4,L7_PROTO x NUM_PKTS_256_TO_512_BYTES x NUM_PKTS_512_TO_1024_BYTES x SRC_TO_DST_IAT_AVG,1-28-29-41,-0.0009885209757395357,0.0009885209757395357,24,True
