A,B,n_pairs,mean_diff,sd_diff,t_paired,p_paired_t,p_permutation,p_permutation_floor,cohens_dz,family_size,p_paired_t_bonferroni,significant_bonferroni
nn_mlp,m4m,5,0.0027998544806402516,0.006316100717332911,0.9912231020379696,0.3776856639431813,0.5,0.0625,0.443288447405022,6,1.0,False
nn_mlp,m4g,5,0.05367269925111632,0.008240885320611256,14.563460040055036,0.00012928967830434402,0.0625,0.0625,6.512977327432973,6,0.0007757380698260642,True
nn_mlp,m4,5,0.060750615113768135,0.007638635604300092,17.783608501083688,5.8745124655536043e-05,0.0625,0.0625,7.953071498733255,6,0.00035247074793321625,True
m4m,m4g,5,0.050872844770476065,0.007602326729759514,14.963200498905369,0.00011620674462900461,0.0625,0.0625,6.691746695302234,6,0.0006972404677740276,True
m4m,m4,5,0.05795076063312789,0.006204625304298833,20.884716444313373,3.106189405482958e-05,0.0625,0.0625,9.339929132058481,6,0.00018637136432897748,True
m4g,m4,5,0.007077915862651818,0.006505712511210364,2.432739070569386,0.07176841959548284,0.125,0.0625,1.0879539866625612,6,0.43061051757289703,False
