Variant,Attack,N,Recall,Precision,PR-AUC
logreg,Benign,8313,0.6714784073138458,0.7838786687263025,0.7827754769991504
logreg,BruteForce,96,0.5520833333333334,0.04003021148036254,0.2208380972786511
logreg,DDoS,256795,0.6309312876029518,0.9558532887323529,0.9584921887780722
logreg,DoS,61273,0.8575228893639939,0.3662885943937482,0.615883159054945
logreg,Mirai,20025,0.9897128589263421,0.8867958297910421,0.9844225855635071
logreg,Recon,2643,0.45024593265228907,0.3456288120824862,0.3564274329756961
logreg,Spoofing,3723,0.5374697824335214,0.544341675734494,0.6185950513083392
logreg,Web,188,0.574468085106383,0.049247606019151846,0.04830527212206408
