Attack,N,I_deg1,I_deg2,I_deg3,I_deg4,I_deg5,share_deg1,share_deg2,share_deg3,share_deg4,share_deg5,dominant,effective_degree
Benign,8313,0.8199595808982849,0.3689524233341217,0.38085615634918213,1.1156065464019775,1.9894287586212158,0.1753997802734375,0.07892362028360367,0.08146997541189194,0.23864243924617767,0.42556411027908325,deg5,3.6600472554564476
BruteForce,96,0.4242836534976959,0.5141118168830872,0.41477668285369873,0.6996155381202698,0.71714848279953,0.1531745195388794,0.18560419976711273,0.14974232017993927,0.2525745928287506,0.2589043080806732,deg5,3.278429791331291
DDoS,256795,2.4258837699890137,2.966587543487549,3.939134120941162,0.8904919624328613,1.55803644657135,0.20593006908893585,0.25182968378067017,0.334387868642807,0.07559268176555634,0.13225965201854706,deg3,2.676422029733658
DoS,61273,1.8815157413482666,0.7331597805023193,4.757649898529053,2.116029977798462,1.6935235261917114,0.1682647168636322,0.0655667781829834,0.42547857761383057,0.18923743069171906,0.15145249664783478,deg3,3.090046212077141
Mirai,20025,0.6070972681045532,0.15001413226127625,2.176612377166748,5.277940273284912,5.393518447875977,0.044622499495744705,0.011026249267160892,0.1599840670824051,0.387935996055603,0.39643117785453796,deg5,4.080527072772384
Recon,2643,0.19309230148792267,0.6469496488571167,0.6587077379226685,0.6517768502235413,0.8189857602119446,0.06502491980791092,0.21786394715309143,0.2218235433101654,0.21948952972888947,0.27579808235168457,deg5,3.4231719747185707
Spoofing,3723,1.9883625507354736,1.1310127973556519,1.352562665939331,1.6002707481384277,3.7342236042022705,0.20276103913784027,0.11533376574516296,0.13792605698108673,0.16318581998348236,0.3807932734489441,deg5,3.4039163887500763
Web,188,0.8285924792289734,0.5208420753479004,0.6843097805976868,0.3620365262031555,0.8725711107254028,0.2535199522972107,0.15935923159122467,0.2093745619058609,0.11077035963535309,0.26697587966918945,deg5,2.9783229380846024
ALL,353056,2.1677119731903076,2.319368362426758,3.842911958694458,1.3627012968063354,1.8260747194290161,0.1881895661354065,0.20135559141635895,0.3336217701435089,0.11830269545316696,0.15853038430213928,deg3,2.8576287627220154
