Attack,N,features,recall_base,recall_shuffled,drop_self,drop_other_mean,selectivity,ctrl_drop_mean,ctrl_drop_std,z_vs_control,p_empirical,causal
Benign,4709,"syn_flag_number, ack_count, Header_Length",0.7914631556593756,0.434062433637715,0.3574007220216606,0.17640555626600093,0.1809951657556597,0.21699723932894455,0.26572957914180184,0.5283697928780156,0.28,False
BruteForce,54,"HTTP, syn_flag_number, SSH",0.6851851851851852,0.5925925925925926,0.09259259259259267,0.07115763320942224,0.02143495938317043,0.13259259259259265,0.12207398417832002,-0.3276701442100049,0.56,False
DDoS,145470,"syn_count, flow_duration, syn_flag_number",0.8860039870763732,0.6992094589949818,0.1867945280813914,0.21449742960464757,-0.027702901523256163,0.08014917165051218,0.06863140842983788,1.553885587819506,0.1,False
DoS,34710,"ack_flag_number, Radius, urg_count",0.6784500144050706,0.6354652837798905,0.042984730625180045,0.13601464838427568,-0.09302991775909564,0.03278882166522616,0.06485190224306492,0.15721834837996915,0.46,False
Mirai,11344,"fin_count, flow_duration, Number",0.9933004231311706,0.9911847672778561,0.002115655853314524,0.18761049579530173,-0.1854948399419872,0.10043547249647386,0.16537688087630462,-0.5945197183680025,0.84,False
Recon,1497,"syn_flag_number, Rate, Protocol Type",0.5250501002004008,0.5557782231128925,-0.030728122912491718,0.2073420041605655,-0.23807012707305722,0.026626586506345994,0.07555792485555916,-0.7590826445866564,0.84,False
Spoofing,2109,"ack_count, Srate, UDP",0.6339497392128971,0.5623518255097203,0.07159791370317681,0.06829211408760048,0.003305799615576324,0.061412991939307736,0.1612137405516631,0.06317651168577146,0.28,False
Web,106,"fin_count, ARP, Tot sum",0.4811320754716981,0.4339622641509434,0.047169811320754707,0.05353965364234351,-0.006369842321588805,0.11981132075471697,0.12430296937357217,-0.5843907816526098,0.68,False
