Attack,N,I_deg1,I_deg2,share_deg1,share_deg2,dominant,effective_degree
Benign,8313,0.626178503036499,1.7414896488189697,0.26447054743766785,0.7355294227600098,deg2,1.7355293929576874
BruteForce,96,0.6506580710411072,1.7738674879074097,0.26836511492729187,0.7316349148750305,deg2,1.731634944677353
DDoS,256795,8.194947242736816,2.73334002494812,0.7498839497566223,0.2501160502433777,deg1,1.2501160502433777
DoS,61273,6.575789928436279,1.668678641319275,0.7976002097129822,0.20239977538585663,deg1,1.2023997604846954
Mirai,20025,2.232365369796753,11.339723587036133,0.16448207199573517,0.8355178833007812,deg2,1.8355178385972977
Recon,2643,0.3168962895870209,1.0273866653442383,0.23573629558086395,0.7642636895179749,deg2,1.7642636746168137
Spoofing,3723,3.32136607170105,4.578622817993164,0.4204266667366028,0.5795733332633972,deg2,1.5795733332633972
Web,188,1.1655292510986328,1.4897572994232178,0.4389466941356659,0.5610533356666565,deg2,1.5610533654689789
ALL,353056,7.281375408172607,3.0191240310668945,0.7068954110145569,0.2931046485900879,deg1,1.2931047081947327
