Variant,Attack,N,Recall,Precision,PR-AUC
m4,Benign,8313,0.7888848791050163,0.8683792372881356,0.9054548293252003
m4,BruteForce,96,0.6145833333333334,0.0390728476821192,0.22599541251694344
m4,DDoS,256795,0.8865047995482778,0.9208471875025281,0.9734075067661686
m4,DoS,61273,0.6765785908964796,0.5922454927283637,0.710087505688461
m4,Mirai,20025,0.9947066167290887,0.9918338893591595,0.9990603710844812
m4,Recon,2643,0.5308361710177828,0.6029222174473571,0.6861917059509803
m4,Spoofing,3723,0.6398066075745367,0.7233525660491953,0.7486569562500867
m4,Web,188,0.4521276595744681,0.07906976744186046,0.09357736366401455
