Variant,Attack,N,Recall,Precision,PR-AUC
m4m,Benign,8313,0.7310236978226874,0.8656695156695157,0.8826153652087162
m4m,BruteForce,96,0.6979166666666666,0.02897923875432526,0.20542304405963444
m4m,DDoS,256795,0.8584240347358788,0.9163310013426613,0.9709549909907055
m4m,DoS,61273,0.6683531082205866,0.5336947597513456,0.7075495471425941
m4m,Mirai,20025,0.9917602996254682,0.9908696302948661,0.9985446286915207
m4m,Recon,2643,0.4850548618993568,0.587265231333028,0.658478803979492
m4m,Spoofing,3723,0.6013967230727908,0.6865992026985587,0.7193479792996187
m4m,Web,188,0.40425531914893614,0.08110992529348986,0.0836881522771846
