accuracy,loss,val_accuracy,val_loss,learning_rate
0.8168593645095825,0.7903473973274231,0.8170446157455444,0.19695144891738892,0.0010000000474974513
0.9182844758033752,0.5972849726676941,0.9808637499809265,0.02433454804122448,0.0010000000474974513
0.9328874945640564,0.5634589195251465,0.9760708808898926,0.0447017140686512,0.0010000000474974513
0.9422518610954285,0.5394319891929626,0.9707366824150085,0.0454535149037838,0.0010000000474974513
0.9570395946502686,0.48781031370162964,0.9829941987991333,0.020851774141192436,0.0010000000474974513
0.9570133090019226,0.5039587616920471,0.7632407546043396,0.6128063797950745,0.0010000000474974513
0.9573134779930115,0.4953617751598358,0.9784561395645142,0.03332415595650673,0.0010000000474974513
0.9632981419563293,0.4690294861793518,0.978510320186615,0.02761170081794262,0.0010000000474974513
0.9621914625167847,0.4556654691696167,0.984650194644928,0.01826101541519165,0.0010000000474974513
0.9591119885444641,0.49044451117515564,0.7985579967498779,0.2624429762363434,0.0010000000474974513
0.9629167914390564,0.46238452196121216,0.983873188495636,0.019647184759378433,0.0010000000474974513
0.9677088260650635,0.43834376335144043,0.984462320804596,0.020127136260271072,0.0010000000474974513
0.9637176990509033,0.4512796103954315,0.9807013273239136,0.024174246937036514,0.0010000000474974513
0.9653816819190979,0.4458058178424835,0.9815802574157715,0.024744071066379547,0.0010000000474974513
0.9732699394226074,0.40875953435897827,0.9854113459587097,0.018225904554128647,0.0005000000237487257
0.9758884906768799,0.38976916670799255,0.9856024384498596,0.017648275941610336,0.0005000000237487257
0.9738909602165222,0.39661699533462524,0.9852839708328247,0.018462756648659706,0.0005000000237487257
0.9762579202651978,0.38359445333480835,0.9856565594673157,0.01799999549984932,0.0005000000237487257
0.975261926651001,0.39787718653678894,0.9851024150848389,0.01998138427734375,0.0005000000237487257
0.9754084348678589,0.3803692162036896,0.9656604528427124,0.050449978560209274,0.0005000000237487257
0.9771488308906555,0.3837739825248718,0.9859208464622498,0.017274050042033195,0.0005000000237487257
0.9777109026908875,0.3805515170097351,0.9850164651870728,0.017906703054904938,0.0005000000237487257
0.9777538776397705,0.37055057287216187,0.9858476519584656,0.017456678673624992,0.0005000000237487257
0.9768868684768677,0.3716163635253906,0.9856724739074707,0.017989827319979668,0.0005000000237487257
0.9765135049819946,0.37450775504112244,0.9861884117126465,0.016856105998158455,0.0005000000237487257
0.9776734709739685,0.3696344494819641,0.9866023659706116,0.016959035769104958,0.0005000000237487257
0.9773136377334595,0.3825721740722656,0.9849750399589539,0.020026834681630135,0.0005000000237487257
0.9779362082481384,0.37053054571151733,0.9864909052848816,0.01636902056634426,0.0005000000237487257
0.9775437116622925,0.3637491762638092,0.9863699078559875,0.017810247838497162,0.0005000000237487257
0.9789910912513733,0.3658962547779083,0.9858189821243286,0.01758658140897751,0.0005000000237487257
0.9783462285995483,0.36830002069473267,0.9861342310905457,0.017179196700453758,0.0005000000237487257
0.9776599407196045,0.3640550971031189,0.9861915707588196,0.017167966812849045,0.0005000000237487257
0.9772340059280396,0.3586353659629822,0.9861278533935547,0.01733086071908474,0.0005000000237487257
0.9790906310081482,0.3443804085254669,0.9865291118621826,0.01597134955227375,0.0002500000118743628
0.9790524244308472,0.34309911727905273,0.9864144921302795,0.016912801191210747,0.0002500000118743628
0.9796439409255981,0.3359818458557129,0.9864941239356995,0.01656225509941578,0.0002500000118743628
0.9807243347167969,0.3355880379676819,0.9865291118621826,0.015678763389587402,0.0002500000118743628
0.980218768119812,0.335827499628067,0.9863030314445496,0.016462674364447594,0.0002500000118743628
0.980122447013855,0.3310585916042328,0.9861246943473816,0.01659257523715496,0.0002500000118743628
0.9795961976051331,0.3303578495979309,0.9866151213645935,0.01606566458940506,0.0002500000118743628
0.9810444116592407,0.3265761137008667,0.9862712025642395,0.01603073626756668,0.0002500000118743628
0.9799313545227051,0.33025920391082764,0.9860864877700806,0.016534294933080673,0.0002500000118743628
0.9809082746505737,0.3313952088356018,0.9863507747650146,0.015777884051203728,0.0001250000059371814
0.9811685681343079,0.3285917043685913,0.9865450859069824,0.015623589977622032,0.0001250000059371814
0.9815515279769897,0.31791743636131287,0.9863444566726685,0.01573627069592476,0.0001250000059371814
0.9809926152229309,0.3239240348339081,0.9866692423820496,0.01561750378459692,0.0001250000059371814
0.9810603260993958,0.3183583617210388,0.9864240288734436,0.01594126969575882,0.0001250000059371814
0.9815037846565247,0.3193601369857788,0.9863476157188416,0.015669025480747223,6.25000029685907e-05
0.9820658564567566,0.31327110528945923,0.9864813685417175,0.015754787251353264,6.25000029685907e-05
0.9820682406425476,0.31248709559440613,0.9865864515304565,0.015430966392159462,6.25000029685907e-05
0.9819591641426086,0.31501391530036926,0.9863603711128235,0.015658650547266006,6.25000029685907e-05
0.9821518659591675,0.3095932602882385,0.9864718317985535,0.015629010275006294,6.25000029685907e-05
0.9817481637001038,0.31272003054618835,0.9866501688957214,0.015442460775375366,6.25000029685907e-05
0.9816781282424927,0.3152288496494293,0.9865896701812744,0.015523159876465797,6.25000029685907e-05
0.9822290539741516,0.315194308757782,0.9865450859069824,0.01577632874250412,6.25000029685907e-05
0.9817187190055847,0.31498488783836365,0.9866119623184204,0.015523254871368408,3.125000148429535e-05
0.9817768335342407,0.3104805648326874,0.9865928292274475,0.015400589443743229,3.125000148429535e-05
0.9821144342422485,0.31387048959732056,0.9867297410964966,0.015223657712340355,3.125000148429535e-05
0.9825013279914856,0.3090669512748718,0.9865673780441284,0.015442393720149994,3.125000148429535e-05
0.9821502566337585,0.3086444139480591,0.9866533279418945,0.015284395776689053,3.125000148429535e-05
0.9822242856025696,0.3089853823184967,0.9864622354507446,0.015492372214794159,3.125000148429535e-05
0.9823724031448364,0.3164650797843933,0.9864749908447266,0.015452210791409016,3.125000148429535e-05
0.9823715686798096,0.3121810853481293,0.9866310358047485,0.01530983205884695,3.125000148429535e-05
0.9821072816848755,0.3092975318431854,0.9865992069244385,0.015379353426396847,1.5625000742147677e-05
0.9822569489479065,0.30916258692741394,0.9866374135017395,0.015336868353188038,1.5625000742147677e-05
0.9823803305625916,0.30765366554260254,0.9866469502449036,0.015278001315891743,1.5625000742147677e-05
0.9825156927108765,0.3051477372646332,0.9867138266563416,0.01527310162782669,1.5625000742147677e-05
0.9823620319366455,0.3100273907184601,0.9866851568222046,0.01530001312494278,1.5625000742147677e-05
0.9823907017707825,0.3080047369003296,0.9866947531700134,0.015254322439432144,7.812500371073838e-06
0.9824376702308655,0.30560776591300964,0.9867074489593506,0.015264004468917847,7.812500371073838e-06
0.9823572635650635,0.310004323720932,0.9866724610328674,0.015279529616236687,7.812500371073838e-06
0.9822569489479065,0.3048359453678131,0.9866819977760315,0.01530078798532486,7.812500371073838e-06
0.9822275042533875,0.307842493057251,0.9866724610328674,0.015305053442716599,7.812500371073838e-06
0.9824241399765015,0.30916139483451843,0.9866819977760315,0.015232434496283531,3.906250185536919e-06
0.9823492765426636,0.3051266372203827,0.9866947531700134,0.015246265567839146,3.906250185536919e-06
0.9824209213256836,0.305482417345047,0.9866819977760315,0.015233298763632774,3.906250185536919e-06
0.9824607372283936,0.31153085827827454,0.9866660833358765,0.015237785875797272,3.906250185536919e-06
0.9824925661087036,0.3069307506084442,0.9867011308670044,0.015197341330349445,3.906250185536919e-06
0.9825387597084045,0.30612048506736755,0.9866883754730225,0.01520926970988512,1.9531250927684596e-06
0.9823580384254456,0.3044567108154297,0.9866979122161865,0.015218832530081272,1.9531250927684596e-06
0.9824137687683105,0.3086845278739929,0.9866947531700134,0.015219426713883877,1.9531250927684596e-06
0.9824408292770386,0.309468537569046,0.9866915345191956,0.015214801765978336,1.9531250927684596e-06
0.9825133085250854,0.3049772083759308,0.9867234230041504,0.01519263256341219,1.9531250927684596e-06
0.9826319217681885,0.3104010224342346,0.9867011308670044,0.015195497311651707,9.999999974752427e-07
0.9825427532196045,0.3091146945953369,0.9866915345191956,0.015203749760985374,9.999999974752427e-07
0.9825244545936584,0.30989664793014526,0.9866947531700134,0.015209776349365711,9.999999974752427e-07
0.9824965596199036,0.30808326601982117,0.9866788387298584,0.015211598947644234,9.999999974752427e-07
0.9824296832084656,0.3070465624332428,0.9866660833358765,0.015222652815282345,9.999999974752427e-07
0.9825156927108765,0.30710598826408386,0.9866692423820496,0.015224291011691093,9.999999974752427e-07
0.9824727177619934,0.31009453535079956,0.9866692423820496,0.015228655189275742,9.999999974752427e-07
0.9823421239852905,0.30546241998672485,0.9866756200790405,0.015231785364449024,9.999999974752427e-07
0.9824997782707214,0.3100132346153259,0.9866597056388855,0.015230963006615639,9.999999974752427e-07
0.9824344515800476,0.306010365486145,0.9866724610328674,0.01524057611823082,9.999999974752427e-07
0.9825045466423035,0.3071553111076355,0.9866724610328674,0.015232081525027752,9.999999974752427e-07
0.9824296832084656,0.3086778223514557,0.9866756200790405,0.015222768299281597,9.999999974752427e-07
0.9825268387794495,0.30870291590690613,0.9866788387298584,0.015218619257211685,9.999999974752427e-07
0.9824455976486206,0.3039313554763794,0.9866979122161865,0.01521063968539238,9.999999974752427e-07
0.9824512004852295,0.3020884394645691,0.9866947531700134,0.015197573229670525,9.999999974752427e-07
0.9824678897857666,0.30786222219467163,0.9866851568222046,0.015207610093057156,9.999999974752427e-07
0.9824424386024475,0.30791422724723816,0.9867011308670044,0.015203749760985374,9.999999974752427e-07
0.9824599623680115,0.30609655380249023,0.9867106676101685,0.01520933210849762,9.999999974752427e-07
0.9825021624565125,0.3131696283817291,0.9867074489593506,0.015203643590211868,9.999999974752427e-07
0.9824957847595215,0.3084843158721924,0.9867074489593506,0.015194698236882687,9.999999974752427e-07
