Variant,Attack,N,Recall,Precision,PR-AUC
hgb,Benign,8313,0.9244556718392879,0.9441031941031941,0.9869434094363438
hgb,BruteForce,96,0.5625,0.4576271186440678,0.6163452880795791
hgb,DDoS,256795,0.999579431063689,0.9999104047368627,0.9999996336367504
hgb,DoS,61273,0.9994614267295546,0.9988745534913308,0.9999972813580775
hgb,Mirai,20025,0.9999500624219725,0.9999001298312195,0.9999998607250234
hgb,Recon,2643,0.8433598183881952,0.8382850695750282,0.9330798979598558
hgb,Spoofing,3723,0.8530754767660489,0.8768636112644947,0.9527180476556942
hgb,Web,188,0.6223404255319149,0.2478813559322034,0.5547260781287816
