Attack,N,I_deg1,I_deg2,I_deg3,I_deg4,share_deg1,share_deg2,share_deg3,share_deg4,dominant,effective_degree
Benign,8313,2.2454662322998047,1.8322346210479736,1.0579965114593506,2.8102807998657227,0.2825915515422821,0.23058640956878662,0.1331486850976944,0.35367336869239807,deg4,2.557903900742531
BruteForce,96,3.4691123962402344,1.2466012239456177,2.8225107192993164,2.4418468475341797,0.347603976726532,0.12490905076265335,0.2828146815299988,0.2446722835302353,deg1,2.424555256962776
DDoS,256795,2.5206010341644287,0.44849878549575806,9.361394882202148,3.5029456615448,0.15919476747512817,0.028326047584414482,0.5912419557571411,0.2212371677160263,deg3,2.8745214007794857
DoS,61273,0.5506357550621033,2.4490163326263428,8.28777027130127,5.068076133728027,0.0336667038500309,0.14973656833171844,0.5067268013954163,0.3098698556423187,deg3,3.0927996672689915
Mirai,20025,1.8622022867202759,2.17919659614563,7.678122520446777,4.2790350914001465,0.1163981482386589,0.1362120807170868,0.4799259603023529,0.2674638330936432,deg3,2.898455522954464
Recon,2643,0.48489561676979065,0.8859372138977051,1.3381348848342896,2.247303009033203,0.09783477336168289,0.17875076830387115,0.2699882686138153,0.45342621207237244,deg4,3.079005964100361
Spoofing,3723,1.2693370580673218,1.0247721672058105,0.8025351762771606,4.41145658493042,0.16906233131885529,0.1364888697862625,0.10688923299312592,0.5875595808029175,deg4,3.112946093082428
Web,188,2.736721992492676,2.3370144367218018,1.0800871849060059,2.0743730068206787,0.33260291814804077,0.2840251326560974,0.13126657903194427,0.2521054446697235,deg1,2.3028746992349625
ALL,353056,2.1068296432495117,0.9370082020759583,8.727581024169922,3.8014168739318848,0.1352887600660324,0.06016939878463745,0.5604361891746521,0.24410562217235565,deg3,2.913358613848686
