Attack,N,I_deg1,I_deg2,I_deg3,I_deg4,I_deg5,I_deg6,share_deg1,share_deg2,share_deg3,share_deg4,share_deg5,share_deg6,dominant,effective_degree
Benign,8313,0.507399320602417,0.5465905666351318,0.28301212191581726,0.28048041462898254,0.36871641874313354,0.8587750196456909,0.1783493608236313,0.19212497770786285,0.09947792440652847,0.09858804196119308,0.12960273027420044,0.3018569052219391,deg6,3.7145403400063515
BruteForce,96,0.3527334928512573,0.5293123126029968,0.3666206896305084,0.7065543532371521,0.24212752282619476,0.4989677369594574,0.13082052767276764,0.19630944728851318,0.13597096502780914,0.26204434037208557,0.08979938924312592,0.18505536019802094,deg4,3.538858786225319
DDoS,256795,2.0557479858398438,2.3600592613220215,3.9576683044433594,1.521100640296936,0.925670862197876,3.036715507507324,0.14835487306118011,0.17031575739383698,0.2856086194515228,0.10977157205343246,0.06680185347795486,0.21914726495742798,deg3,3.4337913915514946
DoS,61273,1.0359708070755005,0.8498154878616333,4.898902893066406,2.0039021968841553,0.5801041722297668,2.436488151550293,0.08775559067726135,0.07198663800954819,0.4149789810180664,0.16974765062332153,0.04913978651165962,0.206391379237175,deg3,3.639703620225191
Mirai,20025,1.1081079244613647,0.5121757388114929,1.0895882844924927,5.202137470245361,1.2544668912887573,0.6893539428710938,0.11243171989917755,0.05196677893400192,0.11055266112089157,0.5278233885765076,0.12728171050548553,0.06994377076625824,deg4,3.7153879925608635
Recon,2643,0.4225941598415375,0.8035995364189148,0.4679524004459381,0.5452307462692261,0.29621338844299316,0.35472849011421204,0.14621023833751678,0.27803146839141846,0.16190339624881744,0.18864035606384277,0.10248468071222305,0.12272989004850388,deg2,3.1913475319743156
Spoofing,3723,1.7635058164596558,1.5306692123413086,0.6737247705459595,1.1279937028884888,0.9280950427055359,1.8103598356246948,0.22509923577308655,0.19537927210330963,0.08599627763032913,0.14398054778575897,0.1184648722410202,0.2310798317193985,deg6,3.428572155535221
Web,188,1.1453394889831543,0.6164705157279968,0.5167837142944336,0.46631136536598206,0.4701045751571655,0.3835000693798065,0.3182816207408905,0.17131271958351135,0.14361047744750977,0.12958458065986633,0.13063868880271912,0.10657191276550293,deg1,2.902701735496521
ALL,353056,1.7723037004470825,1.9286221265792847,3.808259963989258,1.7722305059432983,0.8661176562309265,2.7130119800567627,0.1378093808889389,0.14996425807476044,0.2961196303367615,0.13780368864536285,0.06734688580036163,0.21095621585845947,deg3,3.4797832667827606
