Variant,Accuracy_mean,Precision_mean,Recall_mean,F1-score_mean,MCC_mean,PR-AUC(macro)_mean,PR-AUC(micro)_mean,Accuracy_std,Precision_std,Recall_std,F1-score_std,MCC_std,PR-AUC(macro)_std,PR-AUC(micro)_std,n_seeds
m4,0.8068,0.5938,0.6825,0.5814,0.6257,0.6554,0.9114,0.0438,0.0167,0.0132,0.0045,0.035,0.0023,0.0222,3
