Variant,seed,Accuracy,Precision,Recall,F1-score,MCC,PR-AUC(macro),PR-AUC(micro)
m4,1,0.7995842019396356,0.5920403504525669,0.7037195166520265,0.5862972691074274,0.6245418034432263,0.6730648260008527,0.9180588746807722
m4,2,0.8549153675337624,0.6069521299116829,0.6917976737758043,0.6062497746704316,0.6803029882857868,0.6720368348420436,0.9357110232177621
m4,3,0.781357631650503,0.596802269475809,0.7040542343516896,0.5921089855456914,0.6185506853932476,0.6726008010339564,0.9115593456567155
