Variant,Attack,N,Recall,Precision,PR-AUC
m4g,Benign,8313,0.7479850836039937,0.882611781405252,0.9076258047801598
m4g,BruteForce,96,0.6354166666666666,0.03873015873015873,0.23097957253055382
m4g,DDoS,256795,0.7572382639848907,0.9376205446690326,0.9719012287766943
m4g,DoS,61273,0.785664158764872,0.43773186877136827,0.7178203106549244
m4g,Mirai,20025,0.9945568039950062,0.9890742947953913,0.9989087357440194
m4g,Recon,2643,0.5474839197881196,0.5976869062370921,0.6863889759814855
m4g,Spoofing,3723,0.6390008058017728,0.7187311178247734,0.7660520805188188
m4g,Web,188,0.4734042553191489,0.07410491257285595,0.10043419752189327
