Variant,Accuracy_mean,Precision_mean,Recall_mean,F1-score_mean,MCC_mean,PR-AUC(macro)_mean,PR-AUC(micro)_mean,Accuracy_std,Precision_std,Recall_std,F1-score_std,MCC_std,PR-AUC(macro)_std,PR-AUC(micro)_std,n_seeds
m4,0.9633,0.3876,0.5798,0.3793,0.7206,0.3982,0.9937,0.0012,0.0019,0.0036,0.0046,0.0092,0.003,0.0003,3
