Variant,Accuracy_mean,Precision_mean,Recall_mean,F1-score_mean,MCC_mean,PR-AUC(macro)_mean,PR-AUC(micro)_mean,Accuracy_std,Precision_std,Recall_std,F1-score_std,MCC_std,PR-AUC(macro)_std,PR-AUC(micro)_std,n_seeds
m4,0.9653,0.4111,0.6097,0.4111,0.7352,0.458,0.9945,0.0004,0.003,0.0034,0.004,0.0031,0.003,0.0001,3
